lambda_gram,embedding
the transfer shall,011101001111011101110111011010011101
transfer shall take,011101110111011010011101011100110011
shall take place,011010011101011100110011010101010110
take place in,011100110011010101010110001101111011
place in such,010101010110001101111011011100010101
in such a,001101111011011100010101000000000000
such a manner,011100010101000000000000010001010001
a manner that,000000000000010001010001011101001110
manner that all,010001010001011101001110000001011100
that all data,011101001110000001011100000111010101
all data needed,000001011100000111010101010010110110
data needed to,000111010101010010110110011101100101
needed to perform,010010110110011101100101010100111110
to perform any,011101100101010100111110000001110111
perform any fourier,010100111110000001110111001011101001
any fourier transform,000001110111001011101001011101111001
fourier transform showsup,001011101001011101111001011010101010
transform showsup on,011101111001011010101010010011101100
showsup on a,011010101010010011101100000000000000
on a single,010011101100000000000000011010110110
a single processor,000000000000011010110110010110100011
single processor backend,011010110110010110100011000011000101
processor backend tofrom,010110100011000011000101011101100111
backend tofrom monitor,000011000101011101100111010010010011
tofrom monitor and,011101100111010010010011000001110010
monitor and control,010010010011000001110010000110011101
and control interface,000001110010000110011101001110111010
the be shall,011101001111000011010010011010011101
be shall receive,000011010010011010011101010111101011
shall receive via,011010011101010111101011011111011010
receive via mc,010111101011011111011010010001011111
via mc state,011111011010010001011111011011101101
mc state count,010001011111011011101101000110110010
state count data,011011101101000110110010000111010101
count data produced,000110110010000111010101010110100110
data produced by,000111010101010110100110000100000011
produced by the,010110100110000100000011011101001111
by the correlator,000100000011011101001111000110101101
the correlator data,011101001111000110101101000111010101
correlator data valid,000110101101000111010101011111001010
data valid counts,000111010101011111001010000110110100
valid counts quantizer,011111001010000110110100010111001011
counts quantizer power,000110110100010111001011010101110111
quantizer power measurement,010111001011010101110111010001100100
power measurement data,010101110111010001100100000111010101
measurement data filter,010001100100000111010101001011000001
data filter parameters,000111010101001011000001010100100011
filter parameters frequency,001011000001010100100011001011110010
parameters frequency shift,010100100011001011110010011010100001
frequency shift parameters,001011110010011010100001010100100011
shift parameters windowing,011010100001010100100011100000001101
parameters windowing parameters,010100100011100000001101010100100011
windowing parameters observational,100000001101010100100011010011011010
parameters observational mode,010100100011010011011010010010001011
observational mode the,010011011010010010001011011101001111
mode the be,010010001011011101001111000011010010
via mc data,011111011010010001011111000111010101
mc data and,010001011111000111010101000001110010
data and parameters,000111010101000001110010010100100011
and parameters specific,000001110010010100100011011011010001
parameters specific to,010100100011011011010001011101100101
specific to the,011011010001011101100101011101001111
to the current,011101100101011101001111000111000111
the current evla,011101001111000111000111001010001100
current evla observational,000111000111001010001100010011011010
evla observational mode,001010001100010011011010010010001011
observational mode needed,010011011010010010001011010010110110
mode needed for,010010001011010010110110001011011100
needed for processing,010010110110001011011100010110100010
for processing the,001011011100010110100010011101001111
processing the correlator,010110100010011101001111000110101101
the correlator lag,011101001111000110101101001111111000
correlator lag values,000110101101001111111000011111001111
lag values metadata,001111111000011111001111010001111000
values metadata the,011111001111010001111000011101001111
metadata the be,010001111000011101001111000011010010
via mc all,011111011010010001011111000001011100
mc all metadata,010001011111000001011100010001111000
all metadata necessary,000001011100010001111000010010110100
metadata necessary to,010001111000010010110100011101100101
necessary to format,010010110100011101100101001011011111
to format be,011101100101001011011111000011010010
format be results,001011011111000011010010011001000100
be results for,000011010010011001000100001011011100
results for delivery,011001000100001011011100000111101101
for delivery to,001011011100000111101101011101100101
delivery to the,000111101101011101100101011101001111
to the ee,011101100101011101001111001001010000
the ee operational,011101001111001001010000010011111011
ee operational status,001001010000010011111011011011110100
operational status and,010011111011011011110100000001110010
this includes lag,011101011011001110000000001111111000
includes lag frame,001110000000001111111000001011101010
lag frame destination,001111111000001011101010001000000011
frame destination addresses,001011101010001000000011000000111100
destination addresses and,001000000011000000111100000001110010
addresses and address,000000111100000001110010000000111011
and address changes,000001110010000000111011000100101100
address changes error,000000111011000100101100001001111111
changes error and,000100101100001001111111000001110010
error and warning,001001111111000001110010011111101101
and warning the,000001110010011111101101011101001111
warning the be,011111101101011101001111000011010010
be shall provide,000011010010011010011101010110111111
shall provide error,011010011101010110111111001001111111
provide error and,010110111111001001111111000001110010
and warning reports,000001110010011111101101011000100001
warning reports to,011111101101011000100001011101100101
reports to mc,011000100001011101100101010001011111
to mc as,011101100101010001011111000010010111
mc as operating,010001011111000010010111010011111001
as operating conditions,000010010111010011111001000101111001
operating conditions warrant,010011111001000101111001011111101110
conditions warrant debugtest,000101111001011111101110000111011110
warrant debugtest messages,011111101110000111011110010001110110
debugtest messages the,000111011110010001110110011101001111
messages the be,010001110110011101001111000011010010
shall provide several,011010011101010110111111011010011100
provide several optionally,010110111111011010011100010100000000
several optionally selectable,011010011100010100000000011010000010
optionally selectable levels,010100000000011010000010010000010011
selectable levels of,011010000010010000010011010011100010
levels of printed,010000010011010011100010010110010010
of printed messages,010011100010010110010010010001110110
printed messages detailing,010110010010010001110110001000000101
messages detailing operational,010001110110001000000101010011111011
detailing operational parameters,001000000101010011111011010100100011
operational parameters at,010011111011010100100011000010100101
parameters at critical,010100100011000010100101000111000011
at critical locations,000010100101000111000011010000101010
critical locations in,000111000011010000101010001101111011
locations in the,010000101010001101111011011101001111
in the system,001101111011011101001111011100101011
formatted output the,001011100001010100001111011101001111
output the be,010100001111011101001111000011010010
be shall deliver,000011010010011010011101000111101011
shall deliver formatted,011010011101000111101011001011100001
deliver formatted final,000111101011001011100001001011000011
formatted final results,001011100001001011000011011001000100
final results to,001011000011011001000100011101100101
results to the,011001000100011101100101011101001111
the ee system,011101001111001001010000011100101011
be shall produce,000011010010011010011101010110100101
shall produce all,011010011101010110100101000001011100
produce all data,010110100101000001011100000111010101
data needed by,000111010101010010110110000100000011
needed by the,010010110110000100000011011101001111
by the ee,000100000011011101001111001001010000
ee system for,001001010000011100101011001011011100
system for archiving,011100101011001011011100000010001111
for archiving and,001011011100000010001111000001110010
archiving and further,000010001111000001110010001100000110
and further processing,000001110010001100000110010110100010
the output is,011101001111010100001111001111010100
output is currently,010100001111001111010100000111001000
is currently expected,001111010100000111001000001010011101
currently expected to,000111001000001010011101011101100101
expected to be,001010011101011101100101000011010010
to be in,011101100101000011010010001101111011
be in a,000011010010001101111011000000000000
in a form,001101111011000000000000001011011110
a form compatible,000000000000001011011110000101100001
form compatible with,001011011110000101100001100000010001
compatible with aips,000101100001100000010001000001010111
with aips measurement,100000010001000001010111010001100100
aips measurement sets,000001010111010001100100011010011011
and control system,000001110010000110011101011100101011
control system the,000110011101011100101011011101001111
system the be,011100101011011101001111000011010010
be shall acknowledge,000011010010011010011101000000100000
shall acknowledge receipt,011010011101000000100000010111101010
acknowledge receipt of,000000100000010111101010010011100010
receipt of all,010111101010010011100010000001011100
of all data,010011100010000001011100000111010101
all data received,000001011100000111010101010111101100
data received from,000111010101010111101100001011111001
received from mc,010111101100001011111001010001011111
from mc correlator,001011111001010001011111000110101101
mc correlator system,010001011111000110101101011100101011
correlator system the,000110101101011100101011011101001111
be shall notify,000011010010011010011101010011010101
shall notify mc,011010011101010011010101010001011111
notify mc of,010011010101010001011111010011100010
mc of any,010001011111010011100010000001110111
of any detected,010011100010000001110111001000000111
any detected interruptions,000001110111001000000111001111000100
detected interruptions of,001000000111001111000100010011100010
interruptions of data,001111000100010011100010000111010101
of data delivery,010011100010000111010101000111101101
data delivery from,000111010101000111101101001011111001
delivery from the,000111101101001011111001011101001111
from the correlator,001011111001011101001111000110101101
the correlator ee,011101001111000110101101001001010000
correlator ee the,000110101101001001010000011101001111
ee the be,001001010000011101001111000011010010
be shall verify,000011010010011010011101011111010101
shall verify successful,011010011101011111010101011100010011
