lambda_gram,embedding
pobre podia dejar él fortuna,10000000110011000000100100001011110000110101101100000100101100001
busqué lado poder encontrar él,00011000001100110000001000100000010001000111100101011010110110000
vez troll malvado sueño ser,10101001111001010010100011011001110101010011011100111001011011110
embargo jardín gigante egoísta todavía,00111011000110101111000000010011100110100111010001101010000111000
él caer quebrar él millón,10101101100000001100100001100010000111110101101100000110110000010
hacer insoportable nuevo amigo decidir,01010010011000101101110001011100101101100001001010010010111001001
lista controlar él pocopaco joven,01100011000010010100001001101011011000010000000111110101111010011
llorar sollozar mientras recordar acto,01100100010011001100110110011010111110010001100101100000001101100
nadie echar menos verdadero niño,01110000011100011100111010011010101100010101001001100111000111101
modificado genéticamente comer él grito,01101101001100100111001001001000110011010101101100000101000000101
anansi despertar enorme apetito abrir,00001001101010011001100101001111100101000001011010100000000101010
día nadie oir decir solo,00111001101100111000001110011101000111000101110010101001100111000
correr día día importar él,00101001010010011100110110001110011011001011000111111010110110000
perezoso jamás ocurrido sembrar propio,01111100101000101110111001011100111110110010110010101000011000001
cuanto deshacer cerdo comenzar planear,00101011010100011001010011000111101011100100011001010111111111111
moralejar valora pierda envidiar demá,01101110000111010011101001011111101000001000000000110010111111101
mal pobre niña romper llorar,01100110110111000000011001011100011100110010010100110110010001001
taira perro pasar prácticamente desapercibido,10011101011110111110101000011110010110010000110110000011000100000
gente admirar bello voz tratar,01001110001010000010000101000101001000010101011111011010010001001
patio recreo convertir lugar mejor,01111010010001000110011011001010001000101100101011010110101000111
jugo tarta compota manzán niño,01011111010001001111001000001001000111001101000010000111000111101
anterior decisión reino sufrir terrible,00001010100000010111001100100011100100010011011110001010000000101
llamado blancaniev vivir reino lejano,01100011001100001010100111101010110100010001110010000110000110100
mostrar nuevo dibujo reciente escultura,01101110100110111001011011001101010010010001100000010100001001010
leer tiempo enfrentar él gran,01100001100001010000001101001111010111110101101100000100111101111
volver loco incluso escriba yo,10101011101010110010011000010110011001101000001110001010110001000
niño poquito crecierar adulto amar,01110001111011000000111111001010100100100000100100010000100011101
maquillaje colocar cabeza sombrero pajar,01101000010100010001001100000110001010010011001111110111011101111
largo afilado sonrisa escueto preguntar,01100000111000000010011001100110100100001000010001111000001100010
tarde lluvia desaforada señor salcedo,10011110001010110010010010001100001011110010111011011001010001010
huir allí tanto rápido nadie,01010110110110000100000100100111011110010010011100100111000001110
hada colmar niña hermoso deseo,01010010101100010001001000011100011100101010100100100011001001110
crecer convertir mejor juguetero mundo,00101010001110010100010001011010100011101011111011000110111101001
trato tratar él compañero juegos,10100100010111010010001001101011011000000100011111000101111011101
frustración nunca volver sembrar sandía,01001011111010111001011101101010111010110010110010101001010101000
fino buen día pollito pito,01001010000000001011101100001110011011010000001011010111111110101
andar solitario aunque querer tener,00001001110101001100110100000100010111010001001000011001111110111
adecuado inventar aparato tanto complejo,00000011101110101110010110000010101110110011101111000010010000101
saber cómo hacer ropa deportivo,10010011101100010110101100010100100110010010010101110011000000101
belleza piel cocodrilo llegar manado,00010100011110111111001110001000010110001100011100010110011110000
pavo real engreído plumaje hermoso,01111010100001000101101001001111011111110000000100100101010010010
exceso gent país comida libro,01000110010100100111000100011110101010000100011011110110001010011
mago saber único hacer acabar,01100110110001001001110110101011100000001010010011000000001000001
clase ahora querer niño saber,00100000111000000011001000100010010000101110001111011001001110110
día siguiente huno tomar libro,00111001101101001100000000010101110101010100001111010110001010011
solicitud decir largo difícil nombre,10011001100110010111001010011000001110000110101101010111001001000
solo poder caminar cualquiera pollo,10011001110001000000100010000110100100100101011010001000000101110
nombre príncipe desterrado propagar continente,01110010010001000011011001001100111011110000110000000010011110110
navidad aún pequeño ayudado preparar,01110000111000001001011100011111000011000010010001111000001110011
luego sentar silla mediano silla,01100101011001001011010101100110000011001101001111101001100000110
