lambda_gram,embedding
the transfer shall take place,011101001111011101110111011010011101011100110011010101010110
transfer shall take place in,011101110111011010011101011100110011010101010110001101111011
shall take place in such,011010011101011100110011010101010110001101111011011100010101
take place in such a,011100110011010101010110001101111011011100010101000000000000
place in such a manner,010101010110001101111011011100010101000000000000010001010001
in such a manner that,001101111011011100010101000000000000010001010001011101001110
such a manner that all,011100010101000000000000010001010001011101001110000001011100
a manner that all data,000000000000010001010001011101001110000001011100000111010101
manner that all data needed,010001010001011101001110000001011100000111010101010010110110
that all data needed to,011101001110000001011100000111010101010010110110011101100101
all data needed to perform,000001011100000111010101010010110110011101100101010100111110
data needed to perform any,000111010101010010110110011101100101010100111110000001110111
needed to perform any fourier,010010110110011101100101010100111110000001110111001011101001
to perform any fourier transform,011101100101010100111110000001110111001011101001011101111001
perform any fourier transform showsup,010100111110000001110111001011101001011101111001011010101010
any fourier transform showsup on,000001110111001011101001011101111001011010101010010011101100
fourier transform showsup on a,001011101001011101111001011010101010010011101100000000000000
transform showsup on a single,011101111001011010101010010011101100000000000000011010110110
showsup on a single processor,011010101010010011101100000000000000011010110110010110100011
on a single processor backend,010011101100000000000000011010110110010110100011000011000101
a single processor backend tofrom,000000000000011010110110010110100011000011000101011101100111
single processor backend tofrom monitor,011010110110010110100011000011000101011101100111010010010011
processor backend tofrom monitor and,010110100011000011000101011101100111010010010011000001110010
backend tofrom monitor and control,000011000101011101100111010010010011000001110010000110011101
tofrom monitor and control interface,011101100111010010010011000001110010000110011101001110111010
the be shall receive via,011101001111000011010010011010011101010111101011011111011010
be shall receive via mc,000011010010011010011101010111101011011111011010010001011111
shall receive via mc state,011010011101010111101011011111011010010001011111011011101101
receive via mc state count,010111101011011111011010010001011111011011101101000110110010
via mc state count data,011111011010010001011111011011101101000110110010000111010101
mc state count data produced,010001011111011011101101000110110010000111010101010110100110
state count data produced by,011011101101000110110010000111010101010110100110000100000011
count data produced by the,000110110010000111010101010110100110000100000011011101001111
data produced by the correlator,000111010101010110100110000100000011011101001111000110101101
produced by the correlator data,010110100110000100000011011101001111000110101101000111010101
by the correlator data valid,000100000011011101001111000110101101000111010101011111001010
the correlator data valid counts,011101001111000110101101000111010101011111001010000110110100
correlator data valid counts quantizer,000110101101000111010101011111001010000110110100010111001011
data valid counts quantizer power,000111010101011111001010000110110100010111001011010101110111
valid counts quantizer power measurement,011111001010000110110100010111001011010101110111010001100100
counts quantizer power measurement data,000110110100010111001011010101110111010001100100000111010101
quantizer power measurement data filter,010111001011010101110111010001100100000111010101001011000001
power measurement data filter parameters,010101110111010001100100000111010101001011000001010100100011
measurement data filter parameters frequency,010001100100000111010101001011000001010100100011001011110010
data filter parameters frequency shift,000111010101001011000001010100100011001011110010011010100001
filter parameters frequency shift parameters,001011000001010100100011001011110010011010100001010100100011
parameters frequency shift parameters windowing,010100100011001011110010011010100001010100100011100000001101
frequency shift parameters windowing parameters,001011110010011010100001010100100011100000001101010100100011
shift parameters windowing parameters observational,011010100001010100100011100000001101010100100011010011011010
parameters windowing parameters observational mode,010100100011100000001101010100100011010011011010010010001011
