lambda_gram,embedding
araño pasar camino,000011001110001111001011000001101001100
plátano uno piedra,100000001011010100110001000111111001011
arcángel ángel mayor,000011010001010101101011000110100110001
pedir exigir nunca,011110101101101000110100000111001011101
salcedo detener borde,100101000101000110100001010001011000001
construir casita paja,001001101111100011101000000111011101110
aparecer monstruo mitad,000010101111001101101110100110110100001
destruir calzada evitar,001100111111100011001110010100010111010
comenzar sentir pánico,001000110010110010110110001000100000011
separado gran acantilado,100101101101101001111011110000001000100
fuego hacer falta,010011000010001010010011000100011111110
atravesar infinito duna,000100001101101011010011010011100101001
fácil ser valiente,010011001100110010110111101010011100100
hacer caso nadie,010100100110000011101000100111000001110
lombriz escarabajo chinches,011001010001001000001000010001111110000
mayor madre dar,011010011000101100110010100010110110100
doctor enfadó muchísimo,001101111111100111101001110110111011011
respetir saltar nadar,100100000011010010100101100111000001101
si hacer ir,100101111000101010010011000101110100100
saber poder escupir,100100111011010000001000100100001001100
apenas quedar niño,000010110100010001000100100111000111101
ser tanto listo,100101101111010011101111000110001100100
fuerte llegada terremoto,010011000011101100011011111010000000100
inventar tragar grito,010111001011010100011010100101000000101
dejar rán quedar,001011110000110010011100001000100010010
poner etiqueta nombr,100000011011101000101101000111001000101
sentir cansado hambriento,100101101100000011010111100101001100110
mundo seguro parecer,011011110100110010110000010111100010100
tirar par calzoncil,101000010001101111000011110001100111011
marioneta madera pino,011010010000001100110001010111111100001
agradecido terminar ser,000001011001010100000000001001011011110
pronto presentar rey,100001011110010000011110101001000101010
comenzar talar árbol,001000110010110011101100111010110101110
poder ser reinar,100000010001010010110111101000111000111
contar nieto historia,001001110100001110001100100101010101101
sembrar cada año,100101100101000011000111110001001011011
papás mamá unir,011110000111001100111011101010011000010
encima muro comer,001111001000001101111011110010001100110
forma todo parte,010010101100010100001110010111100100010
lleno mitad leche,011000111100001101101000010110000101001
avergonzado asustado voz,000100011110000001111100101010101111101
tal forma dudar,100111011001001001010110000011100011011
juguete tanto pequeño,010111110101110011101111000111110000110
dar recital peluqueer,001011011010010001100000100111101110110
solo grano maíz,100110011100001001111110000110100110101
