lambda_gram,embedding
the,011101001111
transfer,011101110111
shall,011010011101
take,011100110011
place,010101010110
in,001101111011
such,011100010101
a,000000000000
manner,010001010001
that,011101001110
all,000001011100
data,000111010101
needed,010010110110
to,011101100101
perform,010100111110
any,000001110111
fourier,001011101001
transform,011101111001
showsup,011010101010
on,010011101100
single,011010110110
processor,010110100011
backend,000011000101
tofrom,011101100111
monitor,010010010011
and,000001110010
control,000110011101
interface,001110111010
be,000011010010
receive,010111101011
via,011111011010
mc,010001011111
state,011011101101
count,000110110010
produced,010110100110
by,000100000011
correlator,000110101101
valid,011111001010
counts,000110110100
quantizer,010111001011
power,010101110111
measurement,010001100100
filter,001011000001
parameters,010100100011
frequency,001011110010
shift,011010100001
windowing,100000001101
observational,010011011010
mode,010010001011
specific,011011010001
current,000111000111
evla,001010001100
for,001011011100
processing,010110100010
lag,001111111000
values,011111001111
metadata,010001111000
necessary,010010110100
format,001011011111
results,011001000100
delivery,000111101101
ee,001001010000
operational,010011111011
status,011011110100
this,011101011011
includes,001110000000
frame,001011101010
destination,001000000011
addresses,000000111100
address,000000111011
changes,000100101100
error,001001111111
warning,011111101101
provide,010110111111
reports,011000100001
as,000010010111
operating,010011111001
conditions,000101111001
warrant,011111101110
debugtest,000111011110
messages,010001110110
several,011010011100
optionally,010100000000
selectable,011010000010
levels,010000010011
of,010011100010
printed,010110010010
detailing,001000000101
at,000010100101
critical,000111000011
locations,010000101010
system,011100101011
formatted,001011100001
output,010100001111
deliver,000111101011
final,001011000011
produce,010110100101
archiving,000010001111
further,001100000110
is,001111010100
currently,000111001000
expected,001010011101
form,001011011110
compatible,000101100001
with,100000010001
aips,000001010111
sets,011010011011
acknowledge,000000100000
receipt,010111101010
received,010111101100
from,001011111001
notify,010011010101
detected,001000000111
interruptions,001111000100
verify,011111010101
successful,011100010011
internal,001110111101
guarantee,001100100011
safe,011001011110
frames,001011101100
able,000000000011
handle,001100101100
less,010000010000
than,011101001101
up,011110101100
maximum,010001011101
size,011010111011
value,011111001110
incoming,001110000010
packets,010100011100
network,010010111011
part,010100100101
checking,000100110100
errors,001010000000
determining,001000001011
was,011111101111
accumulation,000000011010
statistics,011011110011
comparison,000101011110
against,000001010001
tolerances,011101101001
reporting,011000100000
out,010100001101
tolerance,011101101000
