lambda_gram,embedding
transfer,10010010011
shall,10101110100
take,10110011100
place,11110011011
manner,11000010000
data,00101100011
needed,11011000000
perform,11010000111
fourier,01110101111
transform,10010010000
showsup,10101010010
single,10101011000
processor,11111110000
backend,00011100100
tofrom,10010001001
monitor,11001010000
control,00101000111
interface,01001001000
receive,11101110100
via,10011000010
mc,11000111011
state,10111110110
count,00101010111
produced,11111010011
correlator,00101011111
valid,10011011011
counts,00101010010
quantizer,11101000100
power,11110101010
measurement,11000101001
filter,01111110010
parameters,11010110000
frequency,01110111010
shift,10101110110
windowing,10001110111
observational,11011110000
mode,11001110100
specific,10111001100
current,00101111000
evla,01101011000
processing,11111110001
lag,01000100100
values,10011001011
metadata,11001100111
necessary,11001000001
format,01110100000
results,10100000000
delivery,00100111111
ee,01100101010
operational,11011100010
status,10111111110
includes,01011111111
frame,01110101110
destination,00100011110
addresses,00000100101
address,00000100100
changes,00110011110
error,01101010011
warning,10001001000
provide,11111000110
reports,11100110011
operating,11011100111
conditions,00111010001
warrant,10001011000
debugtest,00100100101
messages,11001100010
several,10101111100
optionally,11010100001
selectable,10100100011
levels,01000010011
printed,11111101001
detailing,00100011011
critical,00101111110
locations,01000000101
system,10110010001
formatted,01110100011
output,11010101010
deliver,00100111010
final,01111110111
produce,11111010001
archiving,00011000111
currently,00101101000
expected,01111000000
form,01111100000
compatible,00111101101
aips,00001111001
sets,10101111101
acknowledge,00000010011
receipt,11101110101
received,11101111100
notify,11011010010
detected,00100011000
interruptions,01001010101
verify,10011000100
successful,10110101111
internal,01001011011
guarantee,01010000011
safe,10100010111
frames,01110101011
able,00000000011
handle,01010001110
less,01000110000
maximum,11000111110
size,10101001110
value,10011001001
incoming,01011111100
packets,11010110100
network,11011000111
part,11010010001
checking,00110010010
errors,01101010010
determining,00100001010
accumulation,00000011100
statistics,10111111111
comparison,00111100101
tolerances,10010011000
reporting,11100110010
tolerance,10010001000
input,01011001111
management,11000010010
store,10111101110
records,11101101110
memory,11000100010
buffer,00010010111
track,10010011100
complete,00111101001
report,11100110111
overflow,11010101000
respond,11100001111
user,10011110010
optional,11010100000
sequence,10101101010
andor,00001011111
parameter,11010110001
external,01111001111
inputs,01011001101
affect,00001101101
pipeline,11110011001
