lambda_gram,embedding
ask always say im keeping,0000011010000100000011110101011001100000110011101010111001000001010100
find gift youngest brother movie,0010110100011000110010001000100001101110110000111010110001001101001010
select marybeth isabella lol say,0110011110010001001000101110001111101101110100011000100001100110000011
perhaps feeling felt amplified reaction,0101011001111100101100001110001011000101110000010000101101011111000111
fully resolved problem turn attention,0011000010111001100010100111010110111101110111110000111000000111011011
feed food touch love caring,0010110000010100101110110011011110100000010100011011011000010000111011
tired feeling rushed tired pressure,0111100100011100101100001110011001010000000111100100011101011011001100
teenager jaded year old man,0111011000110100111111010011100001101000000101000111011001001000000110
undergo plastic surgery change name,0111110101000001011000010101011101000000010001001000100101001110001101
random black dotting tool spots,0101111010101100001011110111001000101100110111100110110101101111100010
many turn away disgusted self,0100100001010001111100001110000010000010010010000100101101100111101000
like totally love good could,0100010100010101111001111101010001101101100011001100001000011001011011
jesus thing real shaken cosmos,0011111111011001110111110000010111110101010110100011001000011001010000
know either feel important know,0100001000111000100101101000001011000010100011101100110001000010001110
kids appreciative fact coming heavy,0100000110100000000101101001001010101101010001010111010100110111000000
feel hopeful realise nature asd,0010110000101000111000110100010111110101100100111010010100000110011011
worse one even noticing value,1000010110101101010010000000001010001010000101000001111001111111110101
feeling stressed general take toll,0010110000111001110001101011001100011001010111010100110101111001011100
usually come right say shitty,0111111110001000010101101001011000111011000110011000001101101001100100
ive feeling little stupid dont,0011111100110100101100001110010001011011100111001001101100100010100100
also feel terrified lots feelings,0000001110110000101100001010011101101110010100011010111000101100010000
gonna end dropped fend try,0011001100000100100110110001001000111011110010110001111001111011111001
feel like drinkin drinkin angry,0010110000101001000101000101001000111001000010001110010000000100011111
ubuntu user feeling bit uncertain,0111110010100101111111011110001011000011100000101110111101111100111111
energy argue head feel irritated,0010011100010000000101111001001101100110000010110000101000111110110101
nurse public commit social engagement,0101000011001001011101000100000101011111100110110100111100100111000110
stupid lying bed typing non,0111001001101101000111011111000010100001110111110010011001010000000011
part convinced making much difficult,0101010011110000011000101100010001111111000100110101010100100000000010
weeks cant really start studying,1000001011100100010000011001010111111000010111000000111001110010010101
feel derp innocent go lrt,0010110000101000011110101110001111001111010011001011001001000111000100
bit like unfortunate version bridget,0000101110111101000101000101011111011101111000000001100000001110010111
havent exactly felt positive lately,0011011001010000101001000010001011000101110101100110101101000011000100
feel like never love never,0010110000101001000101000101010011110101100100011011011001001111010110
since im always known labelled,0110101011100000111010101110000000111101010100001001001101000010100100
looked husband even though love,0100011001011100111001111110001010001010000111011111110101000110110110
feeling really sad hit able,0010110000111001011111100001011001010011000011011111111100000000001111
really like said understand way,0101111110000101000101000101011001010101010111110101011110000010011111
telling ill find got place,0111011001010100111010100111001011010001100011001100111001011000000111
tell fortunate feel access many,0111011001010000101111011011001011000010100000000010110001001000010100
three precious storms leave trail,0111100000100001011010011111011100010101110100001111000101111010100000
night ever since beginning week,0100111111001000101000101111011010101110000000101001010110000010110110
felt got feel appreciative people,0010110001011100110011001110001011000010100000010110100101010110001110
revelation feelings would drive away,0110001101001000101100010000100001011100100010001110100000001000001001
somewhere deep im hoping things,0110110111001000011101011111001110101011100011100011101001110111110001
enjoy making people love feel,0010011100111001000111111100010101100011100100011011011000101100001010
longer im pregnant worse gets,0100011001001100111010101110010110101100011000010110101100110001111111
love supporting small businesses allows,0100011011011001110011110011011011000101100000111110011100000011100001
conservatives liberals gay straight sweet,0001011110110101000100101001001100010111110111000101100101110100100010
terribly unkind say span style,0111011011011101111110010001011001100000110110111010001101110010011110
maxs crib watching whole thing,0100100100100000011010101111100000100110101000001111010101110111110000
feels like trying shove tender,0010110001000101000101000101011110111111000110101000001001110110100111
meant cut thick oiliness rest,0100100101011000011011110101011101111011000101000110111101100010110011
like drinkin drinkin angry someones,0100010100010100100011100100001000111001000000010001111101101101101011
everything known long walls choc,0010100011011001000010010011010001100100011000000111010100010011001101
cleaning apartment trying get life,0001010000011100000101001011011110111111000011000111110101000100110100
ready face new year craft,0101111101001000101010101110010011110110001000011010000000011010000011
convinced grimacing flip handled knife,0001100010110000110100000111001011100010000011010110000101000010000101
tech color club holiday splendor,0111011000010000010101011110000101001011100011100000110001101111010001
six times wise sixty six,0110101101010001111000111011100001001010110110101101011001101011010100
times women perceive problem husband,0111100011101110000101000111010101100100110101101111011100111001111110
draw trusty old louche animals,0010001101000001111011110101010100011101100100011011000000000100100011
need dark room nothing whale,0100111011010100011100011101011001000110010101000001100010000011010101
surprises whenever get exercise whether,0111010000010110000011011011001100011111010010100101101010000011100000
aided fact mr gs computer,0000001011010100101010110101010011010011110011010001111100010110101101
people name progress new ism,0101011000111001001110001101010111000100000100111101100000111110111011
profits war mousavi friend manuchehr,0101110000101110000001111111010011001111100011000000111101001000010001
feared going cut going house,0010101111011000110010111100000110111101010011001011110000111001010100
still waiting new fairy lights,0111000011111010000001100110010011110110000010101100001101000101000001
make proper conversation feel annoyed,0100011111100001011100100011000110001001110010110000101000000100101110
carrying around handfuls gold jewelry,0001000011111100000110000010001101010111100011001011111000111111111000
like feeling making difference time,0100010100010100101100001110010001111111000001111111110101111000111000
sleep believe still woke feeling,0110101111001000001010100101011100001111101000010100001100101100001110
uncomfortable front people flaunt strength,0111110100010100110000011011010101100011100010110111011101110001101000
calm ill feel like neglectful,0001000000100000111010100111001011000010100100010100010101001111000011
prints suppose odd im feeling,0101101110101101110011110101010100010101100011101010111000101100001110
go tangles around rather like,0011001011001001110101011111000001100000100101111011100101000101000101
watched beloved red sox fall,1000001001100000001010110100011000000100000110111001110000101011001000
turning around first feels fabulous,0111110001000000000110000010001011010110010010110001000100101010101101
feel like lot teenagers including,0010110000101001000101000101010001101011010111011000111000111011101100
feel air shift pleasant chill,0010110000101000000010111101011010010101100101100010010000010011000101
things affect prefer find comfort,0111011111000100000010001110010110101010110010110100011000010101110000
feels needs make feel unwelcome,0010110001000101001110111100010001111110000010110000101001111110111100
didnt want make feel bad,0001111111011110000001111000010001111110000010110000101000001000101000
blank mind stopping breaking weight,0000110000001001001010111011011100010100010000111000011110000011000000
songs remind time actually friends,0110110111010101100001101100011110001110000000000101111100110000010010
one confident people around maybe,0101001000000000010111010000010101100011100000011000001001001001001010
vulnerable worrying publishing world like,1000000101111010000101101010010111010010011000010110010001000101000101
always feel little sad goes,0000001111010100101100001010010001011011100110010100110000110010111011
feel eager see show sometimes,0010110000101000100100100001011001110101100110101000010101101101101111
saw family separation one year,0110011000001000101011010000011010000000010101001000000010000110100000
mean feel bgr treasured dumped,0100100101001100101100001010000010110100100111101011111100100100001101
