lambda_gram,embedding
transfer shall take,111000111011100101100011011101000
shall take place,110010110001101110100010100010010
take place manner,110111010001010001001010000011111
place manner data,101000100101000001111100110111101
manner data needed,100000111110011011110110010000000
data needed perform,001101111011001000000010011111010
needed perform fourier,100100000001001111101001011001010
perform fourier transform,100111110100101100101011100011111
fourier transform showsup,010110010101110001111111001100011
transform showsup single,111000111111100110001111001101111
showsup single processor,110011000111100110111110101011111
single processor backend,110011011111010101111100010111000
processor backend tofrom,101010111110001011100011100001110
backend tofrom monitor,000101110001110000111010001100000
tofrom monitor control,111000011101000110000000110000101
monitor control interface,100011000000011000010101110001111
shall receive via,110010110001011010011111101111100
receive via mc,101101001111110111110010000101101
via mc state,111011111001000010110111010100100
mc state count,100001011011101010010000110011010
state count data,110101001000011001101000110111101
count data produced,001100110100011011110110101100010
data produced correlator,001101111011010110001000110010101
produced correlator data,101011000100011001010100110111101
correlator data valid,001100101010011011110111101101101
data valid counts,001101111011110110110100110011100
valid counts quantizer,111011011010011001110010110000111
counts quantizer power,001100111001011000011110100110011
quantizer power measurement,101100001111010011001110000110001
power measurement data,101001100111000011000100110111101
measurement data filter,100001100010011011110101010100011
data filter parameters,001101111010101010001110011011111
filter parameters frequency,010101000111001101111101011010011
parameters frequency shift,100110111110101101001111001011011
frequency shift parameters,010110100111100101101110011011111
shift parameters windowing,110010110111001101111111110100101
parameters windowing parameters,100110111111111010010110011011111
windowing parameters observational,111101001011001101111110010100000
parameters observational mode,100110111111001010000010001011000
observational mode shall,100101000001000101100011001011000
mode shall receive,100010110001100101100010110100111
via mc data,111011111001000010110100110111101
mc data parameters,100001011010011011110110011011111
data parameters specific,001101111011001101111111010001000
parameters specific current,100110111111101000100000110101111
specific current evla,110100010000011010111101001101111
current evla observational,001101011110100110111110010100000
evla observational mode,010011011111001010000010001011000
observational mode needed,100101000001000101100010010000000
mode needed processing,100010110001001000000010101011110
needed processing correlator,100100000001010101111000110010101
processing correlator lag,101010111100011001010101111000111
correlator lag values,001100101010111100011111101110010
lag values metadata,011110001111110111001010001000101
values metadata shall,111011100101000100010111001011000
metadata shall receive,100010001011100101100010110100111
via mc metadata,111011111001000010110110001000101
mc metadata necessary,100001011011000100010110001111110
metadata necessary format,100010001011000111111001011000000
