lambda_gram,embedding
transfer shall take place,10010010011101011101001011001110011110011011
shall take place manner,10101110100101100111001111001101111000010000
take place manner data,10110011100111100110111100001000000101100011
place manner data needed,11110011011110000100000010110001111011000000
manner data needed perform,11000010000001011000111101100000011010000111
data needed perform fourier,00101100011110110000001101000011101110101111
needed perform fourier transform,11011000000110100001110111010111110010010000
perform fourier transform showsup,11010000111011101011111001001000010101010010
fourier transform showsup single,01110101111100100100001010101001010101011000
transform showsup single processor,10010010000101010100101010101100011111110000
showsup single processor backend,10101010010101010110001111111000000011100100
single processor backend tofrom,10101011000111111100000001110010010010001001
processor backend tofrom monitor,11111110000000111001001001000100111001010000
backend tofrom monitor control,00011100100100100010011100101000000101000111
tofrom monitor control interface,10010001001110010100000010100011101001001000
shall receive via mc,10101110100111011101001001100001011000111011
receive via mc state,11101110100100110000101100011101110111110110
via mc state count,10011000010110001110111011111011000101010111
mc state count data,11000111011101111101100010101011100101100011
state count data produced,10111110110001010101110010110001111111010011
count data produced correlator,00101010111001011000111111101001100101011111
data produced correlator data,00101100011111110100110010101111100101100011
produced correlator data valid,11111010011001010111110010110001110011011011
correlator data valid counts,00101011111001011000111001101101100101010010
data valid counts quantizer,00101100011100110110110010101001011101000100
valid counts quantizer power,10011011011001010100101110100010011110101010
counts quantizer power measurement,00101010010111010001001111010101011000101001
quantizer power measurement data,11101000100111101010101100010100100101100011
power measurement data filter,11110101010110001010010010110001101111110010
measurement data filter parameters,11000101001001011000110111111001011010110000
data filter parameters frequency,00101100011011111100101101011000001110111010
filter parameters frequency shift,01111110010110101100000111011101010101110110
parameters frequency shift parameters,11010110000011101110101010111011011010110000
frequency shift parameters windowing,01110111010101011101101101011000010001110111
shift parameters windowing parameters,10101110110110101100001000111011111010110000
parameters windowing parameters observational,11010110000100011101111101011000011011110000
windowing parameters observational mode,10001110111110101100001101111000011001110100
parameters observational mode shall,11010110000110111100001100111010010101110100
observational mode shall receive,11011110000110011101001010111010011101110100
mode shall receive via,11001110100101011101001110111010010011000010
receive via mc data,11101110100100110000101100011101100101100011
via mc data parameters,10011000010110001110110010110001111010110000
mc data parameters specific,11000111011001011000111101011000010111001100
data parameters specific current,00101100011110101100001011100110000101111000
parameters specific current evla,11010110000101110011000010111100001101011000
specific current evla observational,10111001100001011110000110101100011011110000
current evla observational mode,00101111000011010110001101111000011001110100
evla observational mode needed,01101011000110111100001100111010011011000000
observational mode needed processing,11011110000110011101001101100000011111110001
mode needed processing correlator,11001110100110110000001111111000100101011111
needed processing correlator lag,11011000000111111100010010101111101000100100
processing correlator lag values,11111110001001010111110100010010010011001011
correlator lag values metadata,00101011111010001001001001100101111001100111
lag values metadata shall,01000100100100110010111100110011110101110100
values metadata shall receive,10011001011110011001111010111010011101110100
metadata shall receive via,11001100111101011101001110111010010011000010
receive via mc metadata,11101110100100110000101100011101111001100111
via mc metadata necessary,10011000010110001110111100110011111001000001
mc metadata necessary format,11000111011110011001111100100000101110100000
metadata necessary format results,11001100111110010000010111010000010100000000
necessary format results delivery,11001000001011101000001010000000000100111111
format results delivery ee,01110100000101000000000010011111101100101010
results delivery ee operational,10100000000001001111110110010101011011100010
delivery ee operational status,00100111111011001010101101110001010111111110
includes lag frame destination,01011111111010001001000111010111000100011110
lag frame destination addresses,01000100100011101011100010001111000000100101
frame destination addresses address,01110101110001000111100000010010100000100100
destination addresses address changes,00100011110000001001010000010010000110011110
addresses address changes error,00000100101000001001000011001111001101010011
address changes error warning,00000100100001100111100110101001110001001000
changes error warning shall,00110011110011010100111000100100010101110100
error warning shall provide,01101010011100010010001010111010011111000110
warning shall provide error,10001001000101011101001111100011001101010011
shall provide error warning,10101110100111110001100110101001110001001000
provide error warning reports,11111000110011010100111000100100011100110011
error warning reports mc,01101010011100010010001110011001111000111011
warning reports mc operating,10001001000111001100111100011101111011100111
reports mc operating conditions,11100110011110001110111101110011100111010001
mc operating conditions warrant,11000111011110111001110011101000110001011000
operating conditions warrant debugtest,11011100111001110100011000101100000100100101
conditions warrant debugtest messages,00111010001100010110000010010010111001100010
warrant debugtest messages shall,10001011000001001001011100110001010101110100
debugtest messages shall provide,00100100101110011000101010111010011111000110
messages shall provide several,11001100010101011101001111100011010101111100
shall provide several optionally,10101110100111110001101010111110011010100001
provide several optionally selectable,11111000110101011111001101010000110100100011
several optionally selectable levels,10101111100110101000011010010001101000010011
optionally selectable levels printed,11010100001101001000110100001001111111101001
selectable levels printed messages,10100100011010000100111111110100111001100010
levels printed messages detailing,01000010011111111010011100110001000100011011
printed messages detailing operational,11111101001110011000100010001101111011100010
messages detailing operational parameters,11001100010001000110111101110001011010110000
detailing operational parameters critical,00100011011110111000101101011000000101111110
operational parameters critical locations,11011100010110101100000010111111001000000101
parameters critical locations system,11010110000001011111100100000010110110010001
formatted output shall deliver,01110100011110101010101010111010000100111010
output shall deliver formatted,11010101010101011101000010011101001110100011
shall deliver formatted final,10101110100001001110100111010001101111110111
deliver formatted final results,00100111010011101000110111111011110100000000
formatted final results ee,01110100011011111101111010000000001100101010
final results ee system,01111110111101000000000110010101010110010001
shall produce data needed,10101110100111110100010010110001111011000000
produce data needed ee,11111010001001011000111101100000001100101010
data needed ee system,00101100011110110000000110010101010110010001
needed ee system archiving,11011000000011001010101011001000100011000111
ee system archiving processing,01100101010101100100010001100011111111110001
output currently expected form,11010101010001011010000111100000001111100000
currently expected form compatible,00101101000011110000000111110000000111101101
expected form compatible aips,01111000000011111000000011110110100001111001
form compatible aips measurement,01111100000001111011010000111100111000101001
compatible aips measurement sets,00111101101000011110011100010100110101111101
monitor control system shall,11001010000001010001111011001000110101110100
control system shall acknowledge,00101000111101100100011010111010000000010011
system shall acknowledge receipt,10110010001101011101000000001001111101110101
shall acknowledge receipt data,10101110100000000100111110111010100101100011
acknowledge receipt data received,00000010011111011101010010110001111101111100
receipt data received mc,11101110101001011000111110111110011000111011
data received mc correlator,00101100011111011111001100011101100101011111
received mc correlator system,11101111100110001110110010101111110110010001
mc correlator system shall,11000111011001010111111011001000110101110100
correlator system shall notify,00101011111101100100011010111010011011010010
system shall notify mc,10110010001101011101001101101001011000111011
shall notify mc detected,10101110100110110100101100011101100100011000
notify mc detected interruptions,11011010010110001110110010001100001001010101
mc detected interruptions data,11000111011001000110000100101010100101100011
detected interruptions data delivery,00100011000010010101010010110001100100111111
interruptions data delivery correlator,01001010101001011000110010011111100101011111
data delivery correlator ee,00101100011001001111110010101111101100101010
delivery correlator ee shall,00100111111001010111110110010101010101110100
correlator ee shall verify,00101011111011001010101010111010010011000100
ee shall verify successful,01100101010101011101001001100010010110101111
shall verify successful delivery,10101110100100110001001011010111100100111111
verify successful delivery output,10011000100101101011110010011111111010101010
successful delivery output ee,10110101111001001111111101010101001100101010
