lambda_gram,embedding
apetecer huevo decir tigre,0000111001000011111011011000111001110111111000010001
olvidar invitar princesa cumplir,0100111111111011100111010111000111100010011101011100
pequeño niño aquel reino,0100001010111010010110111100001010100111100100111101
cuidado arrancar ensuciar hoja,0011101001110000010110001000100001100110111111101101
olvidar todo sospecha queso,0100111111111111100010000011010110100001100110101111
tesoro comenzar hacer excursión,1111000011010001100101111101111011111100110010111010
esposa embarazado ver espinaca,0110011000101001001101111111111101101010110011000000
portada remedio abrir mismo,1100001110111110010001001000000001111110101101110100
él dueño ciudad servir,1111101111000001001011100100110001100011101110001101
mientras ver lobo huir,0101101001111111111011010101010110100100111110110011
maravilloso lista amable hada,0101110110001010100101001000001100100110111101110010
deber emprender viaje largo,0011100100000001000100011011111111000100101000110000
mirar hacia kioto osaka,0101101110011011110111011101010000000010100110111001
furioso cómo atreve mortal,0110101010001001110111100100011001101000101100110000
plantar maíz trigo cebado,1100000011111010111110001111110110101100001000100010
secreto volar veloz hacia,1101110100010111111100111011111100011110111101110111
tampoco quedar esperar respuesta,1101000100110110011011001001100010001111101100010111
corazón mamá dispuesto atrapar,0011110110111010101000010100101100110110001100110001
fácil robar aquel casa,0110101110110110110110100100001010100110001001010000
solo casa dentro poder,1101011100011000100101000000101000110001100000101111
comenzar dar clase nombre,0011001011111001110110110000110001101010100101111111
vez esperado graznido cada,1111110100000011000100111101111000001110001010110100
caperucita rojo recordar mamá,0001011001100110110111011111001011101100101010000101
todo alma dibujar recortar,1111000100000000011000110100101111111101100101110100
moralegir si aprend error,0101100111001110111000001100001010011000110000010001
poder llenar él amigo,1100000101111010100100001011111011110000000110111001
aún hoy poder encontrar,0001101010111011111011101111000001011110010001110011
convirtiéndolo sitio divertido amistoso,0011110010010110101011010100101100001110000110101011
madre abrir puerta acercó,0101010111001000000011111111000100011000000001111101
rumor aquí habitar fantasma,1101101001111000010101000101111011010010110110011001
bajar él humo vanidoso,0001101011101111110111100001111100111001111010001000
bota nuevo dirigir hacia,0001110111001010010101010000101101110100111101110111
precioso pony empezar ver,1100001011001110000111101100100110000001111110110101
emprender largo camino hacia,0010001000110010100011000000010111110110111101110111
manta escuchar mientras paso,0101110001110011000110111101011010011110100011100110
palabra lleno dibujo si,0100110000001010100100000000101111110111101110000011
pasar año duend mejorar,0100010100001000110101011000100101111000101111111101
yonk perder primero partida,1111101001110010000101000111000110100000100010100100
allí esperar próximo visitante,0000110001100011000100011111000100110101111111010011
entonces sofía seguir contar,0010000011010110101010111111011101010100011010011011
oportunidad dado marciano exterminarno,0100111100111001110110101001011101101000110010011000
llegar palacio rey escuchar,0101001001010010001000000111011001011010110001101111
realmente disfrutar jugar viejo,1100111000010001011001001101110000101101111111101001
mágico parar frente preguntar,0100100000111010001011001101101110000101100001001100
pasar allí decir papá,0100010100001000011000110000111001110110100010010011
saber doler pasar muchísimo,1101111000011001001000101101000101000010101100011101
mil enfermero contratado mejorar,0101101001000001000110110100111100001010101111111101
peluche decir sorprender querar,0100001000100001110011101111010111101101100110101000
mejor instrumento mago entregar,0101111111111011101100011001010100100010010000001101
día ayer desaparecer mejor,0010011100000000110110100100101001110110101111111111
cerrar ojos quedar flotar,0001000010110010011101001111001101100100110111110011
quedar inmóvil sujetar él,1100110110010011101101111111010010000001111101111000
dirección vecino día siguiente,0010110101011111111000001100100111000001101010001110
rápidamente bosque buscar pájaro,1101101000010000111010100000010100001011100110011011
segundo hijo bosque mayor,1101110101011011111111110100011101010000101110100001
poner traje joya tacones,1100001101001111100100011101110001111001101001101101
marido enojó parar regañar,0101110111111001000011100101000101100111100100101111
aparecer palabra tampoco saber,0000111010110010011000000111010001001101101111000011
ataque poder ver cómo,0001100000010110000010111111111101101010011101111001
probar ciento jabón lejías,1100011111000001100000111001110011011000101000100101
llegar mucho siquiera conocer,0101001001010010110001110011010101100000011010101100
ser tanto tierno justo,1101110011011110100010010011110000101010111000000101
pesado tapo enjambre adversidad,0100000100101110100010111000100001011100000011011100
grande diente piedra querer,0110100001100001011110111001000001100101100110101001
esperanza encontrar resguardo solo,0110001001101001000111001111011000011111101011100011
temporal dañar seriamente embarcación,1101000001101001110110001011011100110000010011011110
hablar decir liebre mucho,0111101111001001110011101101010011101010101100011100
salvaje costa norte frecuencia,1101111111010001111110000101001011101110110111000101
esperar llegara noche correr,0110001000111010100100111001001011010110011110111011
pierna vestir ropa corriente,0100000010011111111010011011011010100010011110111000
princesa guisante través veinte,1100011110001011110010110111110110110111111110000110
desgracia cada vez nacer,0010101010000000101011010011111101000000100100011101
grande cicatriz piel paco,0110100001100001100000010101000000100000100110011010
si encuentra libro buscado,1101110000011001000111010001010011111110001010000110
ceniza hermanastra reír parar,0001000111110011111100101011011001001010100010110011
día mientras gigantesco león,0010011100000010110100111101101001111010101001101101
salir encantado carácter cercanir,1101111110011001000100111000010010100010001000110110
seguir abrazar él uno,1101110101010000000011010011111011110001111010101111
trabajar mucho diligencia zapato,1111001011001010110001110000101101000111111101011100
princesa llamado blancaniev vivir,1100011110001010100101010000011111010111111111011010
