lambda_gram,embedding
transfer,11100011101
shall,11001011000
take,11011101000
place,10100010010
manner,10000011111
data,00110111101
needed,10010000000
perform,10011111010
fourier,01011001010
transform,11100011111
showsup,11001100011
single,11001101111
processor,10101011111
backend,00010111000
tofrom,11100001110
monitor,10001100000
control,00110000101
interface,01110001111
receive,10110100111
via,11101111100
mc,10000101101
state,11010100100
count,00110011010
produced,10101100010
correlator,00110010101
valid,11101101101
counts,00110011100
quantizer,10110000111
power,10100110011
measurement,10000110001
filter,01010100011
parameters,10011011111
frequency,01011010011
shift,11001011011
windowing,11110100101
observational,10010100000
mode,10001011000
specific,11010001000
current,00110101111
evla,01001101111
processing,10101011110
lag,01111000111
values,11101110010
metadata,10001000101
necessary,10001111110
format,01011000000
results,11000000000
delivery,00111010101
ee,01000110011
operational,10010111100
status,11010101011
includes,01101010101
frame,01011001011
destination,00111101011
addresses,00000111001
address,00000111000
changes,00100010100
error,01001100010
warning,11110001111
provide,10101111011
reports,10111011101
operating,10010111010
conditions,00101100001
warrant,11110010000
debugtest,00111000110
messages,10001000011
several,11001010111
optionally,10011000001
selectable,11000111101
levels,01111100010
printed,10101001110
detailing,00111101101
critical,00110101011
locations,01111111001
system,11011100001
formatted,01011000010
output,10011001100
deliver,00111010011
final,01010100101
produce,10101100001
archiving,00010000101
currently,00110110000
expected,01010000000
form,01010111111
compatible,00101001001
aips,00001010001
sets,11001010110
acknowledge,00000011101
receipt,10110100110
received,10110101000
notify,10010011100
detected,00111101111
interruptions,01110011001
verify,11101111000
successful,11011001010
internal,01110010010
guarantee,01100000010
safe,11000011010
frames,01011001101
able,00000000010
handle,01100001011
less,01111011111
maximum,10000101011
size,11001110100
value,11101110001
incoming,01101010111
packets,10011011000
network,10010000101
part,10011100001
checking,00100011100
errors,01001100011
determining,00111110011
accumulation,00000010111
statistics,11010101010
comparison,00101000110
tolerances,11100010000
reporting,10111011100
tolerance,11100001111
input,01101110101
management,10000011100
store,11010110100
records,10110110100
memory,10000111100
buffer,00011100101
track,11100010111
complete,00101001110
report,10111011010
overflow,10011001111
respond,10111110101
user,11101011100
optional,10011000000
sequence,11001001100
andor,00001101010
parameter,10011011110
external,01010001010
inputs,01101110110
affect,00001001001
pipeline,10100010001
update,11101010000
tables,11011100101
synchronize,11011100000
operations,10010111101
srs,11010010111
new,10010001000
time,11100001001
series,11001001110
assembly,00010010000
assemble,00010001111
continuous,00110000100
integrity,01110000001
verification,11101110111
ensure,01001010101
correctly,00110010001
ordered,10011000100
contains,00101111110
along,00001011101
entire,01001011001
extent,01010001001
compare,00101000100
invalid,01110011110
