lambda_gram,embedding
transfer shall take place manner,1110001110111001011000110111010001010001001010000011111
shall take place manner data,1100101100011011101000101000100101000001111100110111101
take place manner data needed,1101110100010100010010100000111110011011110110010000000
place manner data needed perform,1010001001010000011111001101111011001000000010011111010
manner data needed perform fourier,1000001111100110111101100100000001001111101001011001010
data needed perform fourier transform,0011011110110010000000100111110100101100101011100011111
needed perform fourier transform showsup,1001000000010011111010010110010101110001111111001100011
perform fourier transform showsup single,1001111101001011001010111000111111100110001111001101111
fourier transform showsup single processor,0101100101011100011111110011000111100110111110101011111
transform showsup single processor backend,1110001111111001100011110011011111010101111100010111000
showsup single processor backend tofrom,1100110001111001101111101010111110001011100011100001110
single processor backend tofrom monitor,1100110111110101011111000101110001110000111010001100000
processor backend tofrom monitor control,1010101111100010111000111000011101000110000000110000101
backend tofrom monitor control interface,0001011100011100001110100011000000011000010101110001111
shall receive via mc state,1100101100010110100111111011111001000010110111010100100
receive via mc state count,1011010011111101111100100001011011101010010000110011010
via mc state count data,1110111110010000101101110101001000011001101000110111101
mc state count data produced,1000010110111010100100001100110100011011110110101100010
state count data produced correlator,1101010010000110011010001101111011010110001000110010101
count data produced correlator data,0011001101000110111101101011000100011001010100110111101
data produced correlator data valid,0011011110110101100010001100101010011011110111101101101
produced correlator data valid counts,1010110001000110010101001101111011110110110100110011100
correlator data valid counts quantizer,0011001010100110111101111011011010011001110010110000111
data valid counts quantizer power,0011011110111101101101001100111001011000011110100110011
valid counts quantizer power measurement,1110110110100110011100101100001111010011001110000110001
counts quantizer power measurement data,0011001110010110000111101001100111000011000100110111101
quantizer power measurement data filter,1011000011110100110011100001100010011011110101010100011
power measurement data filter parameters,1010011001110000110001001101111010101010001110011011111
measurement data filter parameters frequency,1000011000100110111101010101000111001101111101011010011
data filter parameters frequency shift,0011011110101010100011100110111110101101001111001011011
filter parameters frequency shift parameters,0101010001110011011111010110100111100101101110011011111
parameters frequency shift parameters windowing,1001101111101011010011110010110111001101111111110100101
frequency shift parameters windowing parameters,0101101001111001011011100110111111111010010110011011111
shift parameters windowing parameters observational,1100101101110011011111111101001011001101111110010100000
parameters windowing parameters observational mode,1001101111111110100101100110111111001010000010001011000
windowing parameters observational mode shall,1111010010110011011111100101000001000101100011001011000
parameters observational mode shall receive,1001101111110010100000100010110001100101100010110100111
observational mode shall receive via,1001010000010001011000110010110001011010011111101111100
mode shall receive via mc,1000101100011001011000101101001111110111110010000101101
shall receive via mc data,1100101100010110100111111011111001000010110100110111101
receive via mc data parameters,1011010011111101111100100001011010011011110110011011111
via mc data parameters specific,1110111110010000101101001101111011001101111111010001000
mc data parameters specific current,1000010110100110111101100110111111101000100000110101111
data parameters specific current evla,0011011110110011011111110100010000011010111101001101111
parameters specific current evla observational,1001101111111010001000001101011110100110111110010100000
specific current evla observational mode,1101000100000110101111010011011111001010000010001011000
current evla observational mode needed,0011010111101001101111100101000001000101100010010000000
evla observational mode needed processing,0100110111110010100000100010110001001000000010101011110
observational mode needed processing correlator,1001010000010001011000100100000001010101111000110010101
mode needed processing correlator lag,1000101100010010000000101010111100011001010101111000111
needed processing correlator lag values,1001000000010101011110001100101010111100011111101110010
processing correlator lag values metadata,1010101111000110010101011110001111110111001010001000101
correlator lag values metadata shall,0011001010101111000111111011100101000100010111001011000
lag values metadata shall receive,0111100011111101110010100010001011100101100010110100111
values metadata shall receive via,1110111001010001000101110010110001011010011111101111100
metadata shall receive via mc,1000100010111001011000101101001111110111110010000101101
shall receive via mc metadata,1100101100010110100111111011111001000010110110001000101
receive via mc metadata necessary,1011010011111101111100100001011011000100010110001111110
via mc metadata necessary format,1110111110010000101101100010001011000111111001011000000
mc metadata necessary format results,1000010110110001000101100011111100101100000011000000000
metadata necessary format results delivery,1000100010110001111110010110000001100000000000111010101
necessary format results delivery ee,1000111111001011000000110000000000011101010101000110011
format results delivery ee operational,0101100000011000000000001110101010100011001110010111100
results delivery ee operational status,1100000000000111010101010001100111001011110011010101011
includes lag frame destination addresses,0110101010101111000111010110010110011110101100000111001
lag frame destination addresses address,0111100011101011001011001111010110000011100100000111000
frame destination addresses address changes,0101100101100111101011000001110010000011100000100010100
destination addresses address changes error,0011110101100000111001000001110000010001010001001100010
addresses address changes error warning,0000011100100000111000001000101000100110001011110001111
address changes error warning shall,0000011100000100010100010011000101111000111111001011000
